model_name,model_family,company_creator,official_website,model_category,release_date,input_modalities,output_modalities,context_window,open_weights_status,license,huggingface_url,github_url,logo_url,description,quality_score
gender-classification,gender,rizvandwiki,https://huggingface.co/rizvandwiki/gender-classification,image-classification,2022-12-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/rizvandwiki/gender-classification,,,gender-classification is an AI model developed by rizvandwiki for image-classification.,80
SapBERT-from-PubMedBERT-fulltext,SapBERT,cambridgeltl,https://huggingface.co/cambridgeltl/SapBERT-from-PubMedBERT-fulltext,feature-extraction,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/cambridgeltl/SapBERT-from-PubMedBERT-fulltext,,,SapBERT-from-PubMedBERT-fulltext is an AI model developed by cambridgeltl for feature-extraction.,80
owlv2-base-patch16-ensemble,owlv2,google,https://huggingface.co/google/owlv2-base-patch16-ensemble,zero-shot-object-detection,2023-10-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/owlv2-base-patch16-ensemble,,,owlv2-base-patch16-ensemble is an AI model developed by google for zero-shot-object-detection.,80
Minimax-h3-Turbo,Minimax,lightx2v,https://huggingface.co/lightx2v/Minimax-h3-Turbo,image-to-video,2026-08-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/lightx2v/Minimax-h3-Turbo,,,Minimax-h3-Turbo is an AI model developed by lightx2v for image-to-video.,80
vakyansh-wav2vec2-tamil-tam-250,vakyansh,Harveenchadha,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-tamil-tam-250,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-tamil-tam-250,,,vakyansh-wav2vec2-tamil-tam-250 is an AI model developed by Harveenchadha for automatic-speech-recognition.,80
OpenELM-1_1B-Instruct,OpenELM,apple,https://huggingface.co/apple/OpenELM-1_1B-Instruct,text-generation,2024-04-12,text,text,N/A,Open-weight,N/A,https://huggingface.co/apple/OpenELM-1_1B-Instruct,,,OpenELM-1_1B-Instruct is an AI model developed by apple for text-generation.,80
bert-tiny,bert,prajjwal1,https://huggingface.co/prajjwal1/bert-tiny,General ML,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/prajjwal1/bert-tiny,,,bert-tiny is an AI model developed by prajjwal1 for general ML tasks.,80
faster-whisper-large-v3-turbo,faster,dropbox-dash,https://huggingface.co/dropbox-dash/faster-whisper-large-v3-turbo,General ML,2024-10-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/dropbox-dash/faster-whisper-large-v3-turbo,,,faster-whisper-large-v3-turbo is an AI model developed by dropbox-dash for general ML tasks.,80
wav2vec2-base-960h,wav2vec2,facebook,https://huggingface.co/facebook/wav2vec2-base-960h,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/wav2vec2-base-960h,,,wav2vec2-base-960h is an AI model developed by facebook for automatic-speech-recognition.,80
SmolLM2-135M-Instruct,SmolLM2,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolLM2-135M-Instruct,text-generation,2024-10-31,text,text,N/A,Open-weight,N/A,https://huggingface.co/HuggingFaceTB/SmolLM2-135M-Instruct,,,SmolLM2-135M-Instruct is an AI model developed by HuggingFaceTB for text-generation.,80
parrot_paraphraser_on_T5,parrot_paraphraser_on_T5,prithivida,https://huggingface.co/prithivida/parrot_paraphraser_on_T5,General ML,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/prithivida/parrot_paraphraser_on_T5,,,parrot_paraphraser_on_T5 is an AI model developed by prithivida for general ML tasks.,80
flux2-dev,flux2,Comfy-Org,https://huggingface.co/Comfy-Org/flux2-dev,General ML,2025-11-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/Comfy-Org/flux2-dev,,,flux2-dev is an AI model developed by Comfy-Org for general ML tasks.,80
yolo-world-mirror,yolo,Bingsu,https://huggingface.co/Bingsu/yolo-world-mirror,General ML,2024-03-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/Bingsu/yolo-world-mirror,,,yolo-world-mirror is an AI model developed by Bingsu for general ML tasks.,80
OTel-LLM-27B-IT,OTel,farbodtavakkoli,https://huggingface.co/farbodtavakkoli/OTel-LLM-27B-IT,text-generation,2026-02-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/farbodtavakkoli/OTel-LLM-27B-IT,,,OTel-LLM-27B-IT is an AI model developed by farbodtavakkoli for text-generation.,80
mitra-regressor,mitra,autogluon,https://huggingface.co/autogluon/mitra-regressor,tabular-regression,2025-06-22,text,text,N/A,Open-weight,N/A,https://huggingface.co/autogluon/mitra-regressor,,,mitra-regressor is an AI model developed by autogluon for tabular-regression.,80
MiniMax-M2.7,MiniMax,MiniMaxAI,https://huggingface.co/MiniMaxAI/MiniMax-M2.7,text-generation,2026-04-09,text,text,N/A,Open-weight,N/A,https://huggingface.co/MiniMaxAI/MiniMax-M2.7,,,MiniMax-M2.7 is an AI model developed by MiniMaxAI for text-generation.,80
Wav2Vec2-large-xlsr-hindi,Wav2Vec2,theainerd,https://huggingface.co/theainerd/Wav2Vec2-large-xlsr-hindi,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/theainerd/Wav2Vec2-large-xlsr-hindi,,,Wav2Vec2-large-xlsr-hindi is an AI model developed by theainerd for automatic-speech-recognition.,80
wav2vec2-xls-r-300m-mixed,wav2vec2,mesolitica,https://huggingface.co/mesolitica/wav2vec2-xls-r-300m-mixed,automatic-speech-recognition,2022-06-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/mesolitica/wav2vec2-xls-r-300m-mixed,,,wav2vec2-xls-r-300m-mixed is an AI model developed by mesolitica for automatic-speech-recognition.,80
siglip-so400m-patch14-384,siglip,google,https://huggingface.co/google/siglip-so400m-patch14-384,zero-shot-image-classification,2024-01-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/siglip-so400m-patch14-384,,,siglip-so400m-patch14-384 is an AI model developed by google for zero-shot-image-classification.,80
GLM-5.2-FP8,GLM,zai-org,https://huggingface.co/zai-org/GLM-5.2-FP8,text-generation,2026-06-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/zai-org/GLM-5.2-FP8,,,GLM-5.2-FP8 is an AI model developed by zai-org for text-generation.,80
wav2vec2-base-vi-vlsp2020,wav2vec2,nguyenvulebinh,https://huggingface.co/nguyenvulebinh/wav2vec2-base-vi-vlsp2020,automatic-speech-recognition,2022-11-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/nguyenvulebinh/wav2vec2-base-vi-vlsp2020,,,wav2vec2-base-vi-vlsp2020 is an AI model developed by nguyenvulebinh for automatic-speech-recognition.,80
Qwen3.5-122B-A10B-FP8,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-122B-A10B-FP8,image-text-to-text,2026-02-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.5-122B-A10B-FP8,,,Qwen3.5-122B-A10B-FP8 is an AI model developed by Qwen for image-text-to-text.,80
gte-multilingual-base,gte,Alibaba-NLP,https://huggingface.co/Alibaba-NLP/gte-multilingual-base,sentence-similarity,2024-07-20,text,text,N/A,Open-weight,N/A,https://huggingface.co/Alibaba-NLP/gte-multilingual-base,,,gte-multilingual-base is an AI model developed by Alibaba-NLP for sentence-similarity.,80
wav2vec2-large-xlsr-53-chinese-zh-cn,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,,,wav2vec2-large-xlsr-53-chinese-zh-cn is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
faster-whisper-tiny-int8,faster,rhasspy,https://huggingface.co/rhasspy/faster-whisper-tiny-int8,General ML,2024-03-10,text,text,N/A,Open-weight,N/A,https://huggingface.co/rhasspy/faster-whisper-tiny-int8,,,faster-whisper-tiny-int8 is an AI model developed by rhasspy for general ML tasks.,80
nllb-200-distilled-600M,nllb,facebook,https://huggingface.co/facebook/nllb-200-distilled-600M,translation,2022-07-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/nllb-200-distilled-600M,,,nllb-200-distilled-600M is an AI model developed by facebook for translation.,80
SmolVLM2-500M-Video-Instruct,SmolVLM2,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolVLM2-500M-Video-Instruct,image-text-to-text,2025-02-11,text,text,N/A,Open-weight,N/A,https://huggingface.co/HuggingFaceTB/SmolVLM2-500M-Video-Instruct,,,SmolVLM2-500M-Video-Instruct is an AI model developed by HuggingFaceTB for image-text-to-text.,80
PowerMoE-3b,PowerMoE,ibm-research,https://huggingface.co/ibm-research/PowerMoE-3b,text-generation,2024-08-14,text,text,N/A,Open-weight,N/A,https://huggingface.co/ibm-research/PowerMoE-3b,,,PowerMoE-3b is an AI model developed by ibm-research for text-generation.,80
DNABERT-2-117M,DNABERT,zhihan1996,https://huggingface.co/zhihan1996/DNABERT-2-117M,General ML,2023-06-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/zhihan1996/DNABERT-2-117M,,,DNABERT-2-117M is an AI model developed by zhihan1996 for general ML tasks.,80
Qwen3.5-122B-A10B-NVFP4,Qwen3.5,nvidia,https://huggingface.co/nvidia/Qwen3.5-122B-A10B-NVFP4,text-generation,2026-05-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/Qwen3.5-122B-A10B-NVFP4,,,Qwen3.5-122B-A10B-NVFP4 is an AI model developed by nvidia for text-generation.,80
BiomedNLP-BiomedBERT-base-uncased-abstract,BiomedNLP,microsoft,https://huggingface.co/microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,,,BiomedNLP-BiomedBERT-base-uncased-abstract is an AI model developed by microsoft for fill-mask.,80
NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,NVIDIA,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,text-generation,2026-08-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,,,NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4 is an AI model developed by nvidia for text-generation.,80
NVIDIA-Nemotron-3-Super-120B-A12B-BF16,NVIDIA,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,text-generation,2026-03-10,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,,,NVIDIA-Nemotron-3-Super-120B-A12B-BF16 is an AI model developed by nvidia for text-generation.,80
bart-large-cnn,bart,facebook,https://huggingface.co/facebook/bart-large-cnn,summarization,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/bart-large-cnn,,,bart-large-cnn is an AI model developed by facebook for summarization.,80
wav2vec2-xls-r-300m-hebrew,wav2vec2,imvladikon,https://huggingface.co/imvladikon/wav2vec2-xls-r-300m-hebrew,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/imvladikon/wav2vec2-xls-r-300m-hebrew,,,wav2vec2-xls-r-300m-hebrew is an AI model developed by imvladikon for automatic-speech-recognition.,80
Qwen3-VL-Embedding-2B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-Embedding-2B,sentence-similarity,2026-01-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-VL-Embedding-2B,,,Qwen3-VL-Embedding-2B is an AI model developed by Qwen for sentence-similarity.,80
Qwen2.5-VL-32B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-VL-32B-Instruct,image-text-to-text,2025-03-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-VL-32B-Instruct,,,Qwen2.5-VL-32B-Instruct is an AI model developed by Qwen for image-text-to-text.,80
esm2_t33_650M_UR50D,esm2_t33_650M_UR50D,facebook,https://huggingface.co/facebook/esm2_t33_650M_UR50D,fill-mask,2022-09-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/esm2_t33_650M_UR50D,,,esm2_t33_650M_UR50D is an AI model developed by facebook for fill-mask.,80
Ornith-1.0-9B,Ornith,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-9B,text-generation,2026-06-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/ornith-ai/Ornith-1.0-9B,,,Ornith-1.0-9B is an AI model developed by ornith-ai for text-generation.,80
surya-ocr-2,surya,datalab-to,https://huggingface.co/datalab-to/surya-ocr-2,image-text-to-text,2026-05-14,text,text,N/A,Open-weight,N/A,https://huggingface.co/datalab-to/surya-ocr-2,,,surya-ocr-2 is an AI model developed by datalab-to for image-text-to-text.,80
distiluse-base-multilingual-cased-v2,distiluse,sentence-transformers,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,,,distiluse-base-multilingual-cased-v2 is an AI model developed by sentence-transformers for sentence-similarity.,80
OmniVoice,OmniVoice,k2-fsa,https://huggingface.co/k2-fsa/OmniVoice,text-to-speech,2026-03-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/k2-fsa/OmniVoice,,,OmniVoice is an AI model developed by k2-fsa for text-to-speech.,80
Qwen3.8-27B-OBLITERATED,Qwen3.8,OBLITERATUS,https://huggingface.co/OBLITERATUS/Qwen3.8-27B-OBLITERATED,text-generation,2026-08-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/OBLITERATUS/Qwen3.8-27B-OBLITERATED,,,Qwen3.8-27B-OBLITERATED is an AI model developed by OBLITERATUS for text-generation.,80
Meta-Llama-3-8B-Instruct,Meta,meta-llama,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,text-generation,2024-04-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,,,Meta-Llama-3-8B-Instruct is an AI model developed by meta-llama for text-generation.,80
deberta-v3-large,deberta,microsoft,https://huggingface.co/microsoft/deberta-v3-large,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/deberta-v3-large,,,deberta-v3-large is an AI model developed by microsoft for fill-mask.,80
CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,CLIP,laion,https://huggingface.co/laion/CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,zero-shot-image-classification,2023-01-10,text,text,N/A,Open-weight,N/A,https://huggingface.co/laion/CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,,,CLIP-convnext_base_w-laion2B-s13B-b82K-augreg is an AI model developed by laion for zero-shot-image-classification.,80
nb-wav2vec2-1b-nynorsk,nb,NbAiLab,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-nynorsk,automatic-speech-recognition,2022-06-09,text,text,N/A,Open-weight,N/A,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-nynorsk,,,nb-wav2vec2-1b-nynorsk is an AI model developed by NbAiLab for automatic-speech-recognition.,80
wav2vec2-large-xlsr-53-finnish,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-finnish,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-finnish,,,wav2vec2-large-xlsr-53-finnish is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
bge-large-zh-v1.5,bge,BAAI,https://huggingface.co/BAAI/bge-large-zh-v1.5,feature-extraction,2023-09-12,text,text,N/A,Open-weight,N/A,https://huggingface.co/BAAI/bge-large-zh-v1.5,,,bge-large-zh-v1.5 is an AI model developed by BAAI for feature-extraction.,80
tiny-gpt2,tiny,sshleifer,https://huggingface.co/sshleifer/tiny-gpt2,text-generation,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sshleifer/tiny-gpt2,,,tiny-gpt2 is an AI model developed by sshleifer for text-generation.,80
gemma-4-E4B-it-MLX-4bit,gemma,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-4bit,any-to-any,2026-04-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-4bit,,,gemma-4-E4B-it-MLX-4bit is an AI model developed by lmstudio-community for any-to-any.,80
clipseg-rd64-refined,clipseg,CIDAS,https://huggingface.co/CIDAS/clipseg-rd64-refined,image-segmentation,2022-11-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/CIDAS/clipseg-rd64-refined,,,clipseg-rd64-refined is an AI model developed by CIDAS for image-segmentation.,80
LTX-2.3,LTX,Lightricks,https://huggingface.co/Lightricks/LTX-2.3,image-to-video,2026-03-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/Lightricks/LTX-2.3,,,LTX-2.3 is an AI model developed by Lightricks for image-to-video.,80
Qwen3-VL-Embedding-8B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-Embedding-8B,sentence-similarity,2026-01-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-VL-Embedding-8B,,,Qwen3-VL-Embedding-8B is an AI model developed by Qwen for sentence-similarity.,80
Kronos-base,Kronos,NeoQuasar,https://huggingface.co/NeoQuasar/Kronos-base,time-series-forecasting,2025-06-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/NeoQuasar/Kronos-base,,,Kronos-base is an AI model developed by NeoQuasar for time-series-forecasting.,80
layoutlmv3-base,layoutlmv3,microsoft,https://huggingface.co/microsoft/layoutlmv3-base,General ML,2022-04-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/layoutlmv3-base,,,layoutlmv3-base is an AI model developed by microsoft for general ML tasks.,80
all-MiniLM-L6-v2-onnx,all,Qdrant,https://huggingface.co/Qdrant/all-MiniLM-L6-v2-onnx,sentence-similarity,2024-01-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qdrant/all-MiniLM-L6-v2-onnx,,,all-MiniLM-L6-v2-onnx is an AI model developed by Qdrant for sentence-similarity.,80
Kronos-small,Kronos,NeoQuasar,https://huggingface.co/NeoQuasar/Kronos-small,time-series-forecasting,2025-06-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/NeoQuasar/Kronos-small,,,Kronos-small is an AI model developed by NeoQuasar for time-series-forecasting.,80
gemma-4-E4B-it-MLX-8bit,gemma,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-8bit,any-to-any,2026-04-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-8bit,,,gemma-4-E4B-it-MLX-8bit is an AI model developed by lmstudio-community for any-to-any.,80
ms-marco-MiniLM-L-6-v2,ms,Xenova,https://huggingface.co/Xenova/ms-marco-MiniLM-L-6-v2,text-classification,2024-01-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/Xenova/ms-marco-MiniLM-L-6-v2,,,ms-marco-MiniLM-L-6-v2 is an AI model developed by Xenova for text-classification.,80
gemma-4-E4B-it-MLX-5bit,gemma,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-5bit,any-to-any,2026-04-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-5bit,,,gemma-4-E4B-it-MLX-5bit is an AI model developed by lmstudio-community for any-to-any.,80
gemma-4-E4B-it-MLX-6bit,gemma,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-6bit,any-to-any,2026-04-03,text,text,N/A,Open-weight,N/A,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-6bit,,,gemma-4-E4B-it-MLX-6bit is an AI model developed by lmstudio-community for any-to-any.,80
Qwen3-Reranker-0.6B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B,text-ranking,2025-05-29,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B,,,Qwen3-Reranker-0.6B is an AI model developed by Qwen for text-ranking.,80
robertuito-sentiment-analysis,robertuito,pysentimiento,https://huggingface.co/pysentimiento/robertuito-sentiment-analysis,text-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/pysentimiento/robertuito-sentiment-analysis,,,robertuito-sentiment-analysis is an AI model developed by pysentimiento for text-classification.,80
wavlm-large,wavlm,microsoft,https://huggingface.co/microsoft/wavlm-large,feature-extraction,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/wavlm-large,,,wavlm-large is an AI model developed by microsoft for feature-extraction.,80
gemma-4-E2B-it-litert-lm,gemma,litert-community,https://huggingface.co/litert-community/gemma-4-E2B-it-litert-lm,General ML,2026-03-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/litert-community/gemma-4-E2B-it-litert-lm,,,gemma-4-E2B-it-litert-lm is an AI model developed by litert-community for general ML tasks.,80
clap-htsat-unfused,clap,laion,https://huggingface.co/laion/clap-htsat-unfused,feature-extraction,2023-02-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/laion/clap-htsat-unfused,,,clap-htsat-unfused is an AI model developed by laion for feature-extraction.,80
Llama-3.2-1B,Llama,meta-llama,https://huggingface.co/meta-llama/Llama-3.2-1B,text-generation,2024-09-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/meta-llama/Llama-3.2-1B,,,Llama-3.2-1B is an AI model developed by meta-llama for text-generation.,80
wav2vec2-xls-r-300m-bengali,wav2vec2,arijitx,https://huggingface.co/arijitx/wav2vec2-xls-r-300m-bengali,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/arijitx/wav2vec2-xls-r-300m-bengali,,,wav2vec2-xls-r-300m-bengali is an AI model developed by arijitx for automatic-speech-recognition.,80
distilbert-base-multilingual-cased-sentiments-student,distilbert,lxyuan,https://huggingface.co/lxyuan/distilbert-base-multilingual-cased-sentiments-student,text-classification,2023-05-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/lxyuan/distilbert-base-multilingual-cased-sentiments-student,,,distilbert-base-multilingual-cased-sentiments-student is an AI model developed by lxyuan for text-classification.,80
Qwen2-VL-7B-Instruct,Qwen2,Qwen,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct,image-text-to-text,2024-08-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct,,,Qwen2-VL-7B-Instruct is an AI model developed by Qwen for image-text-to-text.,80
bge-small-en-v1.5-onnx-Q,bge,Qdrant,https://huggingface.co/Qdrant/bge-small-en-v1.5-onnx-Q,sentence-similarity,2024-01-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qdrant/bge-small-en-v1.5-onnx-Q,,,bge-small-en-v1.5-onnx-Q is an AI model developed by Qdrant for sentence-similarity.,80
Bonsai-27B-mlx-1bit,Bonsai,prism-ml,https://huggingface.co/prism-ml/Bonsai-27B-mlx-1bit,text-generation,2026-07-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/prism-ml/Bonsai-27B-mlx-1bit,,,Bonsai-27B-mlx-1bit is an AI model developed by prism-ml for text-generation.,80
table-transformer-structure-recognition,table,microsoft,https://huggingface.co/microsoft/table-transformer-structure-recognition,object-detection,2022-10-14,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/table-transformer-structure-recognition,,,table-transformer-structure-recognition is an AI model developed by microsoft for object-detection.,80
llama-nemotron-rerank-1b-v2,llama,nvidia,https://huggingface.co/nvidia/llama-nemotron-rerank-1b-v2,text-ranking,2025-10-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/llama-nemotron-rerank-1b-v2,,,llama-nemotron-rerank-1b-v2 is an AI model developed by nvidia for text-ranking.,80
jina-reranker-v2-base-multilingual,jina,jinaai,https://huggingface.co/jinaai/jina-reranker-v2-base-multilingual,text-ranking,2024-06-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/jinaai/jina-reranker-v2-base-multilingual,,,jina-reranker-v2-base-multilingual is an AI model developed by jinaai for text-ranking.,80
Ternary-Bonsai-27B-mlx-2bit,Ternary,prism-ml,https://huggingface.co/prism-ml/Ternary-Bonsai-27B-mlx-2bit,text-generation,2026-07-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/prism-ml/Ternary-Bonsai-27B-mlx-2bit,,,Ternary-Bonsai-27B-mlx-2bit is an AI model developed by prism-ml for text-generation.,80
vit_small_patch14_dinov2.lvd142m,vit_small_patch14_dinov2.lvd142m,timm,https://huggingface.co/timm/vit_small_patch14_dinov2.lvd142m,image-feature-extraction,2023-05-09,text,text,N/A,Open-weight,N/A,https://huggingface.co/timm/vit_small_patch14_dinov2.lvd142m,,,vit_small_patch14_dinov2.lvd142m is an AI model developed by timm for image-feature-extraction.,80
Qwen3.6-35B-A3B-Uncensored-HauhauCS-Aggressive,Qwen3.6,HauhauCS,https://huggingface.co/HauhauCS/Qwen3.6-35B-A3B-Uncensored-HauhauCS-Aggressive,image-text-to-text,2026-04-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/HauhauCS/Qwen3.6-35B-A3B-Uncensored-HauhauCS-Aggressive,,,Qwen3.6-35B-A3B-Uncensored-HauhauCS-Aggressive is an AI model developed by HauhauCS for image-text-to-text.,80
gpt2-large,gpt2,openai-community,https://huggingface.co/openai-community/gpt2-large,text-generation,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/openai-community/gpt2-large,,,gpt2-large is an AI model developed by openai-community for text-generation.,80
manga-ocr-base,manga,kha-white,https://huggingface.co/kha-white/manga-ocr-base,image-to-text,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/kha-white/manga-ocr-base,,,manga-ocr-base is an AI model developed by kha-white for image-to-text.,80
medgemma-4b-it,medgemma,google,https://huggingface.co/google/medgemma-4b-it,image-text-to-text,2025-05-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/medgemma-4b-it,,,medgemma-4b-it is an AI model developed by google for image-text-to-text.,80
wav2vec2-xls-r-parlaspeech-hr,wav2vec2,classla,https://huggingface.co/classla/wav2vec2-xls-r-parlaspeech-hr,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/classla/wav2vec2-xls-r-parlaspeech-hr,,,wav2vec2-xls-r-parlaspeech-hr is an AI model developed by classla for automatic-speech-recognition.,80
faster-whisper-large-v3,faster,Systran,https://huggingface.co/Systran/faster-whisper-large-v3,automatic-speech-recognition,2023-11-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/Systran/faster-whisper-large-v3,,,faster-whisper-large-v3 is an AI model developed by Systran for automatic-speech-recognition.,80
Qwen3-Coder-30B-A3B-Instruct-FP8,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,text-generation,2025-07-31,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,,,Qwen3-Coder-30B-A3B-Instruct-FP8 is an AI model developed by Qwen for text-generation.,80
specter2_base,specter2_base,allenai,https://huggingface.co/allenai/specter2_base,feature-extraction,2023-02-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/allenai/specter2_base,,,specter2_base is an AI model developed by allenai for feature-extraction.,80
