model_name,model_family,company_creator,official_website,model_category,release_date,input_modalities,output_modalities,context_window,open_weights_status,license,huggingface_url,github_url,logo_url,description,quality_score
bert-large-portuguese-cased,bert,neuralmind,https://huggingface.co/neuralmind/bert-large-portuguese-cased,fill-mask,2022-03-02,text,text,,Open-weight,,https://huggingface.co/neuralmind/bert-large-portuguese-cased,,,"bert-large-portuguese-cased is a high-performance open-weight AI model developed by neuralmind, optimized for fill-mask applications and production workflows.",80
vit-base-patch16-224-in21k,vit,google,https://huggingface.co/google/vit-base-patch16-224-in21k,image-feature-extraction,2022-03-02,text,text,,Open-weight,,https://huggingface.co/google/vit-base-patch16-224-in21k,,,"vit-base-patch16-224-in21k is a high-performance open-weight AI model developed by google, optimized for image-feature-extraction applications and production workflows.",80
docling-layout-heron,docling,docling-project,https://huggingface.co/docling-project/docling-layout-heron,General ML,2025-04-15,text,text,,Open-weight,,https://huggingface.co/docling-project/docling-layout-heron,,,"docling-layout-heron is a high-performance open-weight AI model developed by docling-project, optimized for General ML applications and production workflows.",80
GLM-5.3-Flash,GLM,zai-org,https://huggingface.co/zai-org/GLM-5.3-Flash,image-text-to-text,2026-08-25,text,text,,Open-weight,,https://huggingface.co/zai-org/GLM-5.3-Flash,,,"GLM-5.3-Flash is a high-performance open-weight AI model developed by zai-org, optimized for image-text-to-text applications and production workflows.",80
Qwen3.5-35B-A3B-FP8,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-35B-A3B-FP8,image-text-to-text,2026-02-25,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3.5-35B-A3B-FP8,,,"Qwen3.5-35B-A3B-FP8 is a high-performance open-weight AI model developed by Qwen, optimized for image-text-to-text applications and production workflows.",80
clip-vit-base-patch16,clip,openai,https://huggingface.co/openai/clip-vit-base-patch16,zero-shot-image-classification,2022-03-02,text,text,,Open-weight,,https://huggingface.co/openai/clip-vit-base-patch16,,,"clip-vit-base-patch16 is a high-performance open-weight AI model developed by openai, optimized for zero-shot-image-classification applications and production workflows.",80
LTX-2.5,LTX,Lightricks,https://huggingface.co/Lightricks/LTX-2.5,image-to-video,2026-07-23,text,text,,Open-weight,,https://huggingface.co/Lightricks/LTX-2.5,,,"LTX-2.5 is a high-performance open-weight AI model developed by Lightricks, optimized for image-to-video applications and production workflows.",80
grounding-dino-base,grounding,IDEA-Research,https://huggingface.co/IDEA-Research/grounding-dino-base,zero-shot-object-detection,2023-09-25,text,text,,Open-weight,,https://huggingface.co/IDEA-Research/grounding-dino-base,,,"grounding-dino-base is a high-performance open-weight AI model developed by IDEA-Research, optimized for zero-shot-object-detection applications and production workflows.",80
fairface_age_image_detection,fairface_age_image_detection,dima806,https://huggingface.co/dima806/fairface_age_image_detection,image-classification,2024-12-06,text,text,,Open-weight,,https://huggingface.co/dima806/fairface_age_image_detection,,,"fairface_age_image_detection is a high-performance open-weight AI model developed by dima806, optimized for image-classification applications and production workflows.",80
opus-mt-nl-en,opus,Helsinki-NLP,https://huggingface.co/Helsinki-NLP/opus-mt-nl-en,translation,2022-03-02,text,text,,Open-weight,,https://huggingface.co/Helsinki-NLP/opus-mt-nl-en,,,"opus-mt-nl-en is a high-performance open-weight AI model developed by Helsinki-NLP, optimized for translation applications and production workflows.",80
stanford-deidentifier-base,stanford,StanfordAIMI,https://huggingface.co/StanfordAIMI/stanford-deidentifier-base,token-classification,2022-06-16,text,text,,Open-weight,,https://huggingface.co/StanfordAIMI/stanford-deidentifier-base,,,"stanford-deidentifier-base is a high-performance open-weight AI model developed by StanfordAIMI, optimized for token-classification applications and production workflows.",80
siglip2-base-patch16-224,siglip2,google,https://huggingface.co/google/siglip2-base-patch16-224,zero-shot-image-classification,2025-02-17,text,text,,Open-weight,,https://huggingface.co/google/siglip2-base-patch16-224,,,"siglip2-base-patch16-224 is a high-performance open-weight AI model developed by google, optimized for zero-shot-image-classification applications and production workflows.",80
Qwen3-VL-Reranker-2B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-Reranker-2B,text-ranking,2026-01-07,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-VL-Reranker-2B,,,"Qwen3-VL-Reranker-2B is a high-performance open-weight AI model developed by Qwen, optimized for text-ranking applications and production workflows.",80
wav2vec2-large-xlsr-53-th,wav2vec2,airesearch,https://huggingface.co/airesearch/wav2vec2-large-xlsr-53-th,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/airesearch/wav2vec2-large-xlsr-53-th,,,"wav2vec2-large-xlsr-53-th is a high-performance open-weight AI model developed by airesearch, optimized for automatic-speech-recognition applications and production workflows.",80
Qwen2.5-Coder-32B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,text-generation,2024-11-06,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,,,"Qwen2.5-Coder-32B-Instruct is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
flan-t5-base,flan,google,https://huggingface.co/google/flan-t5-base,General ML,2022-10-21,text,text,,Open-weight,,https://huggingface.co/google/flan-t5-base,,,"flan-t5-base is a high-performance open-weight AI model developed by google, optimized for General ML applications and production workflows.",80
stable-diffusion-v1-5,stable,stable-diffusion-v1-5,https://huggingface.co/stable-diffusion-v1-5/stable-diffusion-v1-5,text-to-image,2024-08-30,text,text,,Open-weight,,https://huggingface.co/stable-diffusion-v1-5/stable-diffusion-v1-5,,,"stable-diffusion-v1-5 is a high-performance open-weight AI model developed by stable-diffusion-v1-5, optimized for text-to-image applications and production workflows.",80
TinyLlama-1.1B-Chat-v1.0,TinyLlama,TinyLlama,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0,text-generation,2023-12-30,text,text,,Open-weight,,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0,,,"TinyLlama-1.1B-Chat-v1.0 is a high-performance open-weight AI model developed by TinyLlama, optimized for text-generation applications and production workflows.",80
distilroberta-base,distilroberta,distilbert,https://huggingface.co/distilbert/distilroberta-base,fill-mask,2022-03-02,text,text,,Open-weight,,https://huggingface.co/distilbert/distilroberta-base,,,"distilroberta-base is a high-performance open-weight AI model developed by distilbert, optimized for fill-mask applications and production workflows.",80
parakeet-tdt-0.6b-v2,parakeet,mlx-community,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v2,automatic-speech-recognition,2025-05-06,text,text,,Open-weight,,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v2,,,"parakeet-tdt-0.6b-v2 is a high-performance open-weight AI model developed by mlx-community, optimized for automatic-speech-recognition applications and production workflows.",80
WanVideo_comfy,WanVideo_comfy,Kijai,https://huggingface.co/Kijai/WanVideo_comfy,General ML,2025-02-25,text,text,,Open-weight,,https://huggingface.co/Kijai/WanVideo_comfy,,,"WanVideo_comfy is a high-performance open-weight AI model developed by Kijai, optimized for General ML applications and production workflows.",80
wav2vec2-xls-r-300m-cs-250,wav2vec2,comodoro,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,,,"wav2vec2-xls-r-300m-cs-250 is a high-performance open-weight AI model developed by comodoro, optimized for automatic-speech-recognition applications and production workflows.",80
vitpose-plus-base,vitpose,usyd-community,https://huggingface.co/usyd-community/vitpose-plus-base,keypoint-detection,2025-01-08,text,text,,Open-weight,,https://huggingface.co/usyd-community/vitpose-plus-base,,,"vitpose-plus-base is a high-performance open-weight AI model developed by usyd-community, optimized for keypoint-detection applications and production workflows.",80
gender-classification,gender,rizvandwiki,https://huggingface.co/rizvandwiki/gender-classification,image-classification,2022-12-06,text,text,,Open-weight,,https://huggingface.co/rizvandwiki/gender-classification,,,"gender-classification is a high-performance open-weight AI model developed by rizvandwiki, optimized for image-classification applications and production workflows.",80
SapBERT-from-PubMedBERT-fulltext,SapBERT,cambridgeltl,https://huggingface.co/cambridgeltl/SapBERT-from-PubMedBERT-fulltext,feature-extraction,2022-03-02,text,text,,Open-weight,,https://huggingface.co/cambridgeltl/SapBERT-from-PubMedBERT-fulltext,,,"SapBERT-from-PubMedBERT-fulltext is a high-performance open-weight AI model developed by cambridgeltl, optimized for feature-extraction applications and production workflows.",80
owlv2-base-patch16-ensemble,owlv2,google,https://huggingface.co/google/owlv2-base-patch16-ensemble,zero-shot-object-detection,2023-10-13,text,text,,Open-weight,,https://huggingface.co/google/owlv2-base-patch16-ensemble,,,"owlv2-base-patch16-ensemble is a high-performance open-weight AI model developed by google, optimized for zero-shot-object-detection applications and production workflows.",80
Minimax-h3-Turbo,Minimax,lightx2v,https://huggingface.co/lightx2v/Minimax-h3-Turbo,image-to-video,2026-08-07,text,text,,Open-weight,,https://huggingface.co/lightx2v/Minimax-h3-Turbo,,,"Minimax-h3-Turbo is a high-performance open-weight AI model developed by lightx2v, optimized for image-to-video applications and production workflows.",80
vakyansh-wav2vec2-tamil-tam-250,vakyansh,Harveenchadha,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-tamil-tam-250,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-tamil-tam-250,,,"vakyansh-wav2vec2-tamil-tam-250 is a high-performance open-weight AI model developed by Harveenchadha, optimized for automatic-speech-recognition applications and production workflows.",80
OpenELM-1_1B-Instruct,OpenELM,apple,https://huggingface.co/apple/OpenELM-1_1B-Instruct,text-generation,2024-04-12,text,text,,Open-weight,,https://huggingface.co/apple/OpenELM-1_1B-Instruct,,,"OpenELM-1_1B-Instruct is a high-performance open-weight AI model developed by apple, optimized for text-generation applications and production workflows.",80
bert-tiny,bert,prajjwal1,https://huggingface.co/prajjwal1/bert-tiny,General ML,2022-03-02,text,text,,Open-weight,,https://huggingface.co/prajjwal1/bert-tiny,,,"bert-tiny is a high-performance open-weight AI model developed by prajjwal1, optimized for General ML applications and production workflows.",80
faster-whisper-large-v3-turbo,faster,dropbox-dash,https://huggingface.co/dropbox-dash/faster-whisper-large-v3-turbo,General ML,2024-10-08,text,text,,Open-weight,,https://huggingface.co/dropbox-dash/faster-whisper-large-v3-turbo,,,"faster-whisper-large-v3-turbo is a high-performance open-weight AI model developed by dropbox-dash, optimized for General ML applications and production workflows.",80
wav2vec2-base-960h,wav2vec2,facebook,https://huggingface.co/facebook/wav2vec2-base-960h,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/facebook/wav2vec2-base-960h,,,"wav2vec2-base-960h is a high-performance open-weight AI model developed by facebook, optimized for automatic-speech-recognition applications and production workflows.",80
SmolLM2-135M-Instruct,SmolLM2,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolLM2-135M-Instruct,text-generation,2024-10-31,text,text,,Open-weight,,https://huggingface.co/HuggingFaceTB/SmolLM2-135M-Instruct,,,"SmolLM2-135M-Instruct is a high-performance open-weight AI model developed by HuggingFaceTB, optimized for text-generation applications and production workflows.",80
parrot_paraphraser_on_T5,parrot_paraphraser_on_T5,prithivida,https://huggingface.co/prithivida/parrot_paraphraser_on_T5,General ML,2022-03-02,text,text,,Open-weight,,https://huggingface.co/prithivida/parrot_paraphraser_on_T5,,,"parrot_paraphraser_on_T5 is a high-performance open-weight AI model developed by prithivida, optimized for General ML applications and production workflows.",80
flux2-dev,flux2,Comfy-Org,https://huggingface.co/Comfy-Org/flux2-dev,General ML,2025-11-25,text,text,,Open-weight,,https://huggingface.co/Comfy-Org/flux2-dev,,,"flux2-dev is a high-performance open-weight AI model developed by Comfy-Org, optimized for General ML applications and production workflows.",80
yolo-world-mirror,yolo,Bingsu,https://huggingface.co/Bingsu/yolo-world-mirror,General ML,2024-03-01,text,text,,Open-weight,,https://huggingface.co/Bingsu/yolo-world-mirror,,,"yolo-world-mirror is a high-performance open-weight AI model developed by Bingsu, optimized for General ML applications and production workflows.",80
OTel-LLM-27B-IT,OTel,farbodtavakkoli,https://huggingface.co/farbodtavakkoli/OTel-LLM-27B-IT,text-generation,2026-02-11,text,text,,Open-weight,,https://huggingface.co/farbodtavakkoli/OTel-LLM-27B-IT,,,"OTel-LLM-27B-IT is a high-performance open-weight AI model developed by farbodtavakkoli, optimized for text-generation applications and production workflows.",80
mitra-regressor,mitra,autogluon,https://huggingface.co/autogluon/mitra-regressor,tabular-regression,2025-06-22,text,text,,Open-weight,,https://huggingface.co/autogluon/mitra-regressor,,,"mitra-regressor is a high-performance open-weight AI model developed by autogluon, optimized for tabular-regression applications and production workflows.",80
MiniMax-M2.7,MiniMax,MiniMaxAI,https://huggingface.co/MiniMaxAI/MiniMax-M2.7,text-generation,2026-04-09,text,text,,Open-weight,,https://huggingface.co/MiniMaxAI/MiniMax-M2.7,,,"MiniMax-M2.7 is a high-performance open-weight AI model developed by MiniMaxAI, optimized for text-generation applications and production workflows.",80
Wav2Vec2-large-xlsr-hindi,Wav2Vec2,theainerd,https://huggingface.co/theainerd/Wav2Vec2-large-xlsr-hindi,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/theainerd/Wav2Vec2-large-xlsr-hindi,,,"Wav2Vec2-large-xlsr-hindi is a high-performance open-weight AI model developed by theainerd, optimized for automatic-speech-recognition applications and production workflows.",80
wav2vec2-xls-r-300m-mixed,wav2vec2,mesolitica,https://huggingface.co/mesolitica/wav2vec2-xls-r-300m-mixed,automatic-speech-recognition,2022-06-01,text,text,,Open-weight,,https://huggingface.co/mesolitica/wav2vec2-xls-r-300m-mixed,,,"wav2vec2-xls-r-300m-mixed is a high-performance open-weight AI model developed by mesolitica, optimized for automatic-speech-recognition applications and production workflows.",80
siglip-so400m-patch14-384,siglip,google,https://huggingface.co/google/siglip-so400m-patch14-384,zero-shot-image-classification,2024-01-08,text,text,,Open-weight,,https://huggingface.co/google/siglip-so400m-patch14-384,,,"siglip-so400m-patch14-384 is a high-performance open-weight AI model developed by google, optimized for zero-shot-image-classification applications and production workflows.",80
GLM-5.2-FP8,GLM,zai-org,https://huggingface.co/zai-org/GLM-5.2-FP8,text-generation,2026-06-16,text,text,,Open-weight,,https://huggingface.co/zai-org/GLM-5.2-FP8,,,"GLM-5.2-FP8 is a high-performance open-weight AI model developed by zai-org, optimized for text-generation applications and production workflows.",80
wav2vec2-base-vi-vlsp2020,wav2vec2,nguyenvulebinh,https://huggingface.co/nguyenvulebinh/wav2vec2-base-vi-vlsp2020,automatic-speech-recognition,2022-11-04,text,text,,Open-weight,,https://huggingface.co/nguyenvulebinh/wav2vec2-base-vi-vlsp2020,,,"wav2vec2-base-vi-vlsp2020 is a high-performance open-weight AI model developed by nguyenvulebinh, optimized for automatic-speech-recognition applications and production workflows.",80
Qwen3.5-122B-A10B-FP8,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-122B-A10B-FP8,image-text-to-text,2026-02-25,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3.5-122B-A10B-FP8,,,"Qwen3.5-122B-A10B-FP8 is a high-performance open-weight AI model developed by Qwen, optimized for image-text-to-text applications and production workflows.",80
gte-multilingual-base,gte,Alibaba-NLP,https://huggingface.co/Alibaba-NLP/gte-multilingual-base,sentence-similarity,2024-07-20,text,text,,Open-weight,,https://huggingface.co/Alibaba-NLP/gte-multilingual-base,,,"gte-multilingual-base is a high-performance open-weight AI model developed by Alibaba-NLP, optimized for sentence-similarity applications and production workflows.",80
wav2vec2-large-xlsr-53-chinese-zh-cn,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-chinese-zh-cn,,,"wav2vec2-large-xlsr-53-chinese-zh-cn is a high-performance open-weight AI model developed by jonatasgrosman, optimized for automatic-speech-recognition applications and production workflows.",80
faster-whisper-tiny-int8,faster,rhasspy,https://huggingface.co/rhasspy/faster-whisper-tiny-int8,General ML,2024-03-10,text,text,,Open-weight,,https://huggingface.co/rhasspy/faster-whisper-tiny-int8,,,"faster-whisper-tiny-int8 is a high-performance open-weight AI model developed by rhasspy, optimized for General ML applications and production workflows.",80
nllb-200-distilled-600M,nllb,facebook,https://huggingface.co/facebook/nllb-200-distilled-600M,translation,2022-07-08,text,text,,Open-weight,,https://huggingface.co/facebook/nllb-200-distilled-600M,,,"nllb-200-distilled-600M is a high-performance open-weight AI model developed by facebook, optimized for translation applications and production workflows.",80
SmolVLM2-500M-Video-Instruct,SmolVLM2,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolVLM2-500M-Video-Instruct,image-text-to-text,2025-02-11,text,text,,Open-weight,,https://huggingface.co/HuggingFaceTB/SmolVLM2-500M-Video-Instruct,,,"SmolVLM2-500M-Video-Instruct is a high-performance open-weight AI model developed by HuggingFaceTB, optimized for image-text-to-text applications and production workflows.",80
PowerMoE-3b,PowerMoE,ibm-research,https://huggingface.co/ibm-research/PowerMoE-3b,text-generation,2024-08-14,text,text,,Open-weight,,https://huggingface.co/ibm-research/PowerMoE-3b,,,"PowerMoE-3b is a high-performance open-weight AI model developed by ibm-research, optimized for text-generation applications and production workflows.",80
DNABERT-2-117M,DNABERT,zhihan1996,https://huggingface.co/zhihan1996/DNABERT-2-117M,General ML,2023-06-26,text,text,,Open-weight,,https://huggingface.co/zhihan1996/DNABERT-2-117M,,,"DNABERT-2-117M is a high-performance open-weight AI model developed by zhihan1996, optimized for General ML applications and production workflows.",80
Qwen3.5-122B-A10B-NVFP4,Qwen3.5,nvidia,https://huggingface.co/nvidia/Qwen3.5-122B-A10B-NVFP4,text-generation,2026-05-13,text,text,,Open-weight,,https://huggingface.co/nvidia/Qwen3.5-122B-A10B-NVFP4,,,"Qwen3.5-122B-A10B-NVFP4 is a high-performance open-weight AI model developed by nvidia, optimized for text-generation applications and production workflows.",80
BiomedNLP-BiomedBERT-base-uncased-abstract,BiomedNLP,microsoft,https://huggingface.co/microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,fill-mask,2022-03-02,text,text,,Open-weight,,https://huggingface.co/microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract,,,"BiomedNLP-BiomedBERT-base-uncased-abstract is a high-performance open-weight AI model developed by microsoft, optimized for fill-mask applications and production workflows.",80
NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,NVIDIA,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,text-generation,2026-08-04,text,text,,Open-weight,,https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4,,,"NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4 is a high-performance open-weight AI model developed by nvidia, optimized for text-generation applications and production workflows.",80
NVIDIA-Nemotron-3-Super-120B-A12B-BF16,NVIDIA,nvidia,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,text-generation,2026-03-10,text,text,,Open-weight,,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,,,"NVIDIA-Nemotron-3-Super-120B-A12B-BF16 is a high-performance open-weight AI model developed by nvidia, optimized for text-generation applications and production workflows.",80
bart-large-cnn,bart,facebook,https://huggingface.co/facebook/bart-large-cnn,summarization,2022-03-02,text,text,,Open-weight,,https://huggingface.co/facebook/bart-large-cnn,,,"bart-large-cnn is a high-performance open-weight AI model developed by facebook, optimized for summarization applications and production workflows.",80
wav2vec2-xls-r-300m-hebrew,wav2vec2,imvladikon,https://huggingface.co/imvladikon/wav2vec2-xls-r-300m-hebrew,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/imvladikon/wav2vec2-xls-r-300m-hebrew,,,"wav2vec2-xls-r-300m-hebrew is a high-performance open-weight AI model developed by imvladikon, optimized for automatic-speech-recognition applications and production workflows.",80
Qwen3-VL-Embedding-2B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-Embedding-2B,sentence-similarity,2026-01-07,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-VL-Embedding-2B,,,"Qwen3-VL-Embedding-2B is a high-performance open-weight AI model developed by Qwen, optimized for sentence-similarity applications and production workflows.",80
Qwen2.5-VL-32B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-VL-32B-Instruct,image-text-to-text,2025-03-21,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen2.5-VL-32B-Instruct,,,"Qwen2.5-VL-32B-Instruct is a high-performance open-weight AI model developed by Qwen, optimized for image-text-to-text applications and production workflows.",80
esm2_t33_650M_UR50D,esm2_t33_650M_UR50D,facebook,https://huggingface.co/facebook/esm2_t33_650M_UR50D,fill-mask,2022-09-27,text,text,,Open-weight,,https://huggingface.co/facebook/esm2_t33_650M_UR50D,,,"esm2_t33_650M_UR50D is a high-performance open-weight AI model developed by facebook, optimized for fill-mask applications and production workflows.",80
Ornith-1.0-9B,Ornith,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-9B,text-generation,2026-06-21,text,text,,Open-weight,,https://huggingface.co/ornith-ai/Ornith-1.0-9B,,,"Ornith-1.0-9B is a high-performance open-weight AI model developed by ornith-ai, optimized for text-generation applications and production workflows.",80
surya-ocr-2,surya,datalab-to,https://huggingface.co/datalab-to/surya-ocr-2,image-text-to-text,2026-05-14,text,text,,Open-weight,,https://huggingface.co/datalab-to/surya-ocr-2,,,"surya-ocr-2 is a high-performance open-weight AI model developed by datalab-to, optimized for image-text-to-text applications and production workflows.",80
distiluse-base-multilingual-cased-v2,distiluse,sentence-transformers,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,sentence-similarity,2022-03-02,text,text,,Open-weight,,https://huggingface.co/sentence-transformers/distiluse-base-multilingual-cased-v2,,,"distiluse-base-multilingual-cased-v2 is a high-performance open-weight AI model developed by sentence-transformers, optimized for sentence-similarity applications and production workflows.",80
OmniVoice,OmniVoice,k2-fsa,https://huggingface.co/k2-fsa/OmniVoice,text-to-speech,2026-03-30,text,text,,Open-weight,,https://huggingface.co/k2-fsa/OmniVoice,,,"OmniVoice is a high-performance open-weight AI model developed by k2-fsa, optimized for text-to-speech applications and production workflows.",80
Qwen3.8-27B-OBLITERATED,Qwen3.8,OBLITERATUS,https://huggingface.co/OBLITERATUS/Qwen3.8-27B-OBLITERATED,text-generation,2026-08-19,text,text,,Open-weight,,https://huggingface.co/OBLITERATUS/Qwen3.8-27B-OBLITERATED,,,"Qwen3.8-27B-OBLITERATED is a high-performance open-weight AI model developed by OBLITERATUS, optimized for text-generation applications and production workflows.",80
Meta-Llama-3-8B-Instruct,Meta,meta-llama,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,text-generation,2024-04-17,text,text,,Open-weight,,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,,,"Meta-Llama-3-8B-Instruct is a high-performance open-weight AI model developed by meta-llama, optimized for text-generation applications and production workflows.",80
deberta-v3-large,deberta,microsoft,https://huggingface.co/microsoft/deberta-v3-large,fill-mask,2022-03-02,text,text,,Open-weight,,https://huggingface.co/microsoft/deberta-v3-large,,,"deberta-v3-large is a high-performance open-weight AI model developed by microsoft, optimized for fill-mask applications and production workflows.",80
CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,CLIP,laion,https://huggingface.co/laion/CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,zero-shot-image-classification,2023-01-10,text,text,,Open-weight,,https://huggingface.co/laion/CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,,,"CLIP-convnext_base_w-laion2B-s13B-b82K-augreg is a high-performance open-weight AI model developed by laion, optimized for zero-shot-image-classification applications and production workflows.",80
nb-wav2vec2-1b-nynorsk,nb,NbAiLab,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-nynorsk,automatic-speech-recognition,2022-06-09,text,text,,Open-weight,,https://huggingface.co/NbAiLab/nb-wav2vec2-1b-nynorsk,,,"nb-wav2vec2-1b-nynorsk is a high-performance open-weight AI model developed by NbAiLab, optimized for automatic-speech-recognition applications and production workflows.",80
wav2vec2-large-xlsr-53-finnish,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-finnish,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-finnish,,,"wav2vec2-large-xlsr-53-finnish is a high-performance open-weight AI model developed by jonatasgrosman, optimized for automatic-speech-recognition applications and production workflows.",80
bge-large-zh-v1.5,bge,BAAI,https://huggingface.co/BAAI/bge-large-zh-v1.5,feature-extraction,2023-09-12,text,text,,Open-weight,,https://huggingface.co/BAAI/bge-large-zh-v1.5,,,"bge-large-zh-v1.5 is a high-performance open-weight AI model developed by BAAI, optimized for feature-extraction applications and production workflows.",80
tiny-gpt2,tiny,sshleifer,https://huggingface.co/sshleifer/tiny-gpt2,text-generation,2022-03-02,text,text,,Open-weight,,https://huggingface.co/sshleifer/tiny-gpt2,,,"tiny-gpt2 is a high-performance open-weight AI model developed by sshleifer, optimized for text-generation applications and production workflows.",80
gemma-4-E4B-it-MLX-4bit,gemma,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-4bit,any-to-any,2026-04-03,text,text,,Open-weight,,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-MLX-4bit,,,"gemma-4-E4B-it-MLX-4bit is a high-performance open-weight AI model developed by lmstudio-community, optimized for any-to-any applications and production workflows.",80
clipseg-rd64-refined,clipseg,CIDAS,https://huggingface.co/CIDAS/clipseg-rd64-refined,image-segmentation,2022-11-01,text,text,,Open-weight,,https://huggingface.co/CIDAS/clipseg-rd64-refined,,,"clipseg-rd64-refined is a high-performance open-weight AI model developed by CIDAS, optimized for image-segmentation applications and production workflows.",80
LTX-2.3,LTX,Lightricks,https://huggingface.co/Lightricks/LTX-2.3,image-to-video,2026-03-04,text,text,,Open-weight,,https://huggingface.co/Lightricks/LTX-2.3,,,"LTX-2.3 is a high-performance open-weight AI model developed by Lightricks, optimized for image-to-video applications and production workflows.",80
Qwen3-VL-Embedding-8B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-Embedding-8B,sentence-similarity,2026-01-07,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-VL-Embedding-8B,,,"Qwen3-VL-Embedding-8B is a high-performance open-weight AI model developed by Qwen, optimized for sentence-similarity applications and production workflows.",80
Kronos-base,Kronos,NeoQuasar,https://huggingface.co/NeoQuasar/Kronos-base,time-series-forecasting,2025-06-30,text,text,,Open-weight,,https://huggingface.co/NeoQuasar/Kronos-base,,,"Kronos-base is a high-performance open-weight AI model developed by NeoQuasar, optimized for time-series-forecasting applications and production workflows.",80
layoutlmv3-base,layoutlmv3,microsoft,https://huggingface.co/microsoft/layoutlmv3-base,General ML,2022-04-18,text,text,,Open-weight,,https://huggingface.co/microsoft/layoutlmv3-base,,,"layoutlmv3-base is a high-performance open-weight AI model developed by microsoft, optimized for General ML applications and production workflows.",80
all-MiniLM-L6-v2-onnx,all,Qdrant,https://huggingface.co/Qdrant/all-MiniLM-L6-v2-onnx,sentence-similarity,2024-01-16,text,text,,Open-weight,,https://huggingface.co/Qdrant/all-MiniLM-L6-v2-onnx,,,"all-MiniLM-L6-v2-onnx is a high-performance open-weight AI model developed by Qdrant, optimized for sentence-similarity applications and production workflows.",80
